event,time,gender,age,became_member_on,income,reward,difficulty,duration,offer_type,is_viewed,web_channel,mobile_channel,social_channel
transaction,498,F,36,20171102,61000.0,2.0,10.0,10.0,discount,0.0,1,1,1
offer completed,366,M,44,20160317,93000.0,5.0,20.0,10.0,discount,1.0,1,0,0
offer completed,438,M,44,20160317,93000.0,10.0,10.0,5.0,bogo,1.0,1,1,1
offer completed,636,M,44,20160317,93000.0,5.0,5.0,7.0,bogo,1.0,1,1,0
offer completed,324,M,44,20160317,93000.0,2.0,10.0,10.0,discount,1.0,1,1,1
offer completed,468,F,47,20170928,39000.0,3.0,7.0,7.0,discount,1.0,1,1,1
offer completed,438,F,68,20170512,95000.0,2.0,10.0,7.0,discount,1.0,1,1,0
transaction,540,F,68,20170512,95000.0,0.0,0.0,3.0,informational,1.0,0,1,1
offer completed,210,F,68,20170512,95000.0,5.0,5.0,7.0,bogo,0.0,1,1,0
offer completed,366,F,68,20170512,95000.0,5.0,5.0,5.0,bogo,1.0,1,1,1
offer completed,18,F,68,20170512,95000.0,2.0,10.0,10.0,discount,1.0,1,1,1
offer completed,330,M,84,20160131,57000.0,5.0,20.0,10.0,discount,1.0,1,0,0
transaction,576,M,84,20160131,57000.0,10.0,10.0,5.0,bogo,1.0,1,1,1
transaction,378,M,84,20160131,57000.0,0.0,0.0,3.0,informational,1.0,0,1,1
offer completed,24,M,84,20160131,57000.0,5.0,5.0,7.0,bogo,1.0,1,1,0
offer completed,438,M,19,20160204,74000.0,10.0,10.0,5.0,bogo,1.0,1,1,1
transaction,180,M,19,20160204,74000.0,0.0,0.0,3.0,informational,1.0,0,1,1
offer completed,438,M,19,20160204,74000.0,5.0,5.0,7.0,bogo,0.0,1,1,0
offer completed,42,M,19,20160204,74000.0,5.0,5.0,5.0,bogo,1.0,1,1,1
offer completed,624,M,40,20171129,70000.0,5.0,20.0,10.0,discount,1.0,1,0,0
transaction,216,M,40,20171129,70000.0,0.0,0.0,4.0,informational,1.0,1,1,0
offer completed,48,M,40,20171129,70000.0,5.0,5.0,7.0,bogo,1.0,1,1,0
offer completed,186,F,46,20160712,69000.0,2.0,10.0,7.0,discount,1.0,1,1,0
transaction,6,F,46,20160712,69000.0,0.0,0.0,4.0,informational,1.0,1,1,0
transaction,624,F,46,20160712,69000.0,0.0,0.0,3.0,informational,1.0,0,1,1
offer completed,438,F,46,20160712,69000.0,10.0,10.0,7.0,bogo,1.0,0,1,1
offer completed,696,F,58,20170822,59000.0,10.0,10.0,5.0,bogo,1.0,1,1,1
transaction,516,M,28,20171024,72000.0,2.0,10.0,10.0,discount,1.0,1,1,1
transaction,708,F,43,20160203,39000.0,0.0,0.0,4.0,informational,1.0,1,1,0
transaction,534,F,43,20160203,39000.0,0.0,0.0,3.0,informational,0.0,0,1,1
offer completed,336,F,43,20160203,39000.0,5.0,5.0,7.0,bogo,0.0,1,1,0
offer completed,6,F,43,20160203,39000.0,10.0,10.0,7.0,bogo,1.0,0,1,1
offer completed,606,M,37,20170822,66000.0,3.0,7.0,7.0,discount,1.0,1,1,1
transaction,72,M,37,20170822,66000.0,0.0,0.0,4.0,informational,1.0,1,1,0
offer completed,402,M,37,20170822,66000.0,2.0,10.0,10.0,discount,1.0,1,1,1
offer completed,456,F,51,20160402,73000.0,10.0,10.0,5.0,bogo,1.0,1,1,1
offer completed,102,F,51,20160402,73000.0,5.0,5.0,7.0,bogo,1.0,1,1,0
offer completed,198,F,51,20160402,73000.0,5.0,5.0,5.0,bogo,1.0,1,1,1
transaction,666,M,98,20170518,64000.0,2.0,10.0,7.0,discount,0.0,1,1,0
transaction,72,M,98,20170518,64000.0,5.0,5.0,5.0,bogo,1.0,1,1,1
offer completed,690,M,54,20170910,53000.0,5.0,20.0,10.0,discount,0.0,1,0,0
transaction,144,M,54,20170910,53000.0,3.0,7.0,7.0,discount,0.0,1,1,1
offer completed,336,M,54,20170910,53000.0,5.0,5.0,5.0,bogo,0.0,1,1,1
transaction,504,M,68,20170811,31000.0,0.0,0.0,4.0,informational,0.0,1,1,0
transaction,432,M,68,20170811,31000.0,2.0,10.0,10.0,discount,1.0,1,1,1
offer completed,240,M,48,20171206,93000.0,3.0,7.0,7.0,discount,1.0,1,1,1
offer completed,42,M,48,20171206,93000.0,5.0,5.0,7.0,bogo,1.0,1,1,0
offer completed,456,M,48,20171206,93000.0,10.0,10.0,7.0,bogo,1.0,0,1,1
transaction,546,M,34,20141021,71000.0,2.0,10.0,7.0,discount,0.0,1,1,0
transaction,372,M,34,20141021,71000.0,10.0,10.0,5.0,bogo,1.0,1,1,1
offer completed,228,M,34,20141021,71000.0,10.0,10.0,7.0,bogo,1.0,0,1,1
offer completed,180,M,34,20141021,71000.0,2.0,10.0,10.0,discount,1.0,1,1,1
offer completed,396,M,76,20161123,85000.0,5.0,20.0,10.0,discount,1.0,1,0,0
offer completed,522,M,76,20161123,85000.0,10.0,10.0,5.0,bogo,0.0,1,1,1
transaction,618,M,76,20161123,85000.0,0.0,0.0,3.0,informational,1.0,0,1,1
offer completed,522,M,76,20161123,85000.0,10.0,10.0,7.0,bogo,1.0,0,1,1
offer completed,480,F,83,20151221,44000.0,3.0,7.0,7.0,discount,1.0,1,1,1
offer completed,672,F,83,20151221,44000.0,2.0,10.0,7.0,discount,0.0,1,1,0
offer completed,528,F,83,20151221,44000.0,10.0,10.0,5.0,bogo,1.0,1,1,1
transaction,318,F,83,20151221,44000.0,0.0,0.0,3.0,informational,1.0,0,1,1
offer completed,528,F,83,20151221,44000.0,10.0,10.0,7.0,bogo,1.0,0,1,1
offer completed,78,F,83,20151221,44000.0,2.0,10.0,10.0,discount,1.0,1,1,1
offer completed,492,M,76,20171215,103000.0,3.0,7.0,7.0,discount,1.0,1,1,1
offer completed,504,M,76,20171215,103000.0,5.0,5.0,7.0,bogo,0.0,1,1,0
transaction,42,M,76,20171215,103000.0,5.0,5.0,5.0,bogo,0.0,1,1,1
offer completed,708,F,76,20170405,95000.0,5.0,20.0,10.0,discount,0.0,1,0,0
transaction,120,F,76,20170405,95000.0,2.0,10.0,7.0,discount,0.0,1,1,0
transaction,204,F,76,20170405,95000.0,0.0,0.0,4.0,informational,1.0,1,1,0
offer completed,384,F,76,20170405,95000.0,5.0,5.0,5.0,bogo,1.0,1,1,1
transaction,234,M,29,20180416,41000.0,3.0,7.0,7.0,discount,1.0,1,1,1
transaction,486,M,29,20180416,41000.0,5.0,5.0,5.0,bogo,1.0,1,1,1
offer completed,576,F,54,20180420,87000.0,3.0,7.0,7.0,discount,1.0,1,1,1
offer completed,24,F,54,20180420,87000.0,2.0,10.0,7.0,discount,0.0,1,1,0
offer completed,204,F,54,20180420,87000.0,5.0,5.0,7.0,bogo,0.0,1,1,0
offer completed,576,F,54,20180420,87000.0,2.0,10.0,10.0,discount,1.0,1,1,1
offer completed,642,M,49,20160701,84000.0,3.0,7.0,7.0,discount,0.0,1,1,1
offer completed,564,M,49,20160701,84000.0,2.0,10.0,7.0,discount,1.0,1,1,0
transaction,696,F,22,20160928,43000.0,5.0,20.0,10.0,discount,0.0,1,0,0
offer completed,90,F,22,20160928,43000.0,2.0,10.0,7.0,discount,0.0,1,1,0
transaction,210,F,22,20160928,43000.0,0.0,0.0,3.0,informational,1.0,0,1,1
offer completed,222,F,57,20160710,93000.0,2.0,10.0,7.0,discount,0.0,1,1,0
transaction,576,F,57,20160710,93000.0,0.0,0.0,3.0,informational,0.0,0,1,1
offer completed,528,F,57,20160710,93000.0,5.0,5.0,7.0,bogo,0.0,1,1,0
offer completed,528,F,57,20160710,93000.0,2.0,10.0,10.0,discount,1.0,1,1,1
offer completed,414,F,46,20170819,100000.0,2.0,10.0,7.0,discount,1.0,1,1,0
transaction,414,F,46,20170819,100000.0,0.0,0.0,3.0,informational,0.0,0,1,1
offer completed,588,F,46,20170819,100000.0,5.0,5.0,7.0,bogo,1.0,1,1,0
offer completed,240,F,46,20170819,100000.0,2.0,10.0,10.0,discount,1.0,1,1,1
offer completed,540,M,50,20180401,70000.0,5.0,20.0,10.0,discount,1.0,1,0,0
transaction,702,M,50,20180401,70000.0,10.0,10.0,5.0,bogo,1.0,1,1,1
transaction,540,M,50,20180401,70000.0,0.0,0.0,3.0,informational,1.0,0,1,1
transaction,516,F,75,20171005,82000.0,0.0,0.0,4.0,informational,1.0,1,1,0
transaction,264,F,75,20171005,82000.0,2.0,10.0,10.0,discount,1.0,1,1,1
transaction,450,M,60,20151005,65000.0,3.0,7.0,7.0,discount,1.0,1,1,1
offer completed,138,M,60,20151005,65000.0,2.0,10.0,7.0,discount,1.0,1,1,0
offer completed,636,M,60,20151005,65000.0,5.0,5.0,7.0,bogo,0.0,1,1,0
transaction,546,M,60,20151005,65000.0,10.0,10.0,7.0,bogo,1.0,0,1,1
offer completed,222,M,60,20151005,65000.0,2.0,10.0,10.0,discount,1.0,1,1,1
offer completed,516,F,75,20151225,36000.0,3.0,7.0,7.0,discount,1.0,1,1,1
offer completed,420,F,75,20151225,36000.0,10.0,10.0,5.0,bogo,0.0,1,1,1
offer completed,420,F,75,20151225,36000.0,5.0,5.0,7.0,bogo,0.0,1,1,0
transaction,168,F,67,20180125,68000.0,0.0,0.0,3.0,informational,0.0,0,1,1
offer completed,438,F,67,20180125,68000.0,5.0,5.0,5.0,bogo,1.0,1,1,1
offer completed,6,F,67,20180125,68000.0,2.0,10.0,10.0,discount,1.0,1,1,1
offer completed,324,M,30,20180501,73000.0,3.0,7.0,7.0,discount,1.0,1,1,1
transaction,516,M,30,20180501,73000.0,10.0,10.0,5.0,bogo,0.0,1,1,1
transaction,642,M,30,20180501,73000.0,5.0,5.0,7.0,bogo,1.0,1,1,0
transaction,486,M,30,20180501,73000.0,10.0,10.0,7.0,bogo,1.0,0,1,1
offer completed,696,M,60,20180207,54000.0,3.0,7.0,7.0,discount,1.0,1,1,1
offer completed,498,M,60,20180207,54000.0,2.0,10.0,7.0,discount,1.0,1,1,0
transaction,498,M,37,20160130,31000.0,5.0,20.0,10.0,discount,0.0,1,0,0
offer completed,336,M,37,20160130,31000.0,3.0,7.0,7.0,discount,1.0,1,1,1
transaction,24,M,37,20160130,31000.0,2.0,10.0,7.0,discount,0.0,1,1,0
transaction,570,M,37,20160130,31000.0,10.0,10.0,5.0,bogo,1.0,1,1,1
transaction,420,M,51,20170217,81000.0,0.0,0.0,4.0,informational,1.0,1,1,0
offer completed,24,M,51,20170217,81000.0,10.0,10.0,5.0,bogo,1.0,1,1,1
offer completed,522,M,51,20170217,81000.0,5.0,5.0,5.0,bogo,1.0,1,1,1
offer completed,384,M,51,20170217,81000.0,2.0,10.0,10.0,discount,1.0,1,1,1
transaction,84,F,61,20180105,45000.0,5.0,20.0,10.0,discount,0.0,1,0,0
transaction,612,F,61,20180105,45000.0,0.0,0.0,4.0,informational,0.0,1,1,0
transaction,354,F,61,20180105,45000.0,10.0,10.0,5.0,bogo,1.0,1,1,1
offer completed,480,F,61,20180105,45000.0,2.0,10.0,10.0,discount,1.0,1,1,1
transaction,486,M,29,20180525,45000.0,5.0,20.0,10.0,discount,0.0,1,0,0
offer completed,54,F,49,20170515,113000.0,5.0,20.0,10.0,discount,0.0,1,0,0
offer completed,504,F,49,20170515,113000.0,10.0,10.0,5.0,bogo,1.0,1,1,1
transaction,672,F,58,20180629,77000.0,5.0,20.0,10.0,discount,0.0,1,0,0
transaction,132,F,68,20171101,71000.0,3.0,7.0,7.0,discount,1.0,1,1,1
transaction,222,F,68,20171101,71000.0,10.0,10.0,5.0,bogo,1.0,1,1,1
transaction,474,F,68,20171101,71000.0,2.0,10.0,10.0,discount,1.0,1,1,1
offer completed,666,M,21,20160511,39000.0,5.0,20.0,10.0,discount,1.0,1,0,0
offer completed,504,M,21,20160511,39000.0,2.0,10.0,7.0,discount,0.0,1,1,0
offer completed,72,M,21,20160511,39000.0,10.0,10.0,5.0,bogo,1.0,1,1,1
transaction,180,M,21,20160511,39000.0,0.0,0.0,3.0,informational,1.0,0,1,1
offer completed,462,M,21,20160511,39000.0,5.0,5.0,7.0,bogo,0.0,1,1,0
offer completed,438,M,45,20170604,56000.0,5.0,5.0,7.0,bogo,1.0,1,1,0
offer completed,78,M,45,20170604,56000.0,10.0,10.0,7.0,bogo,1.0,0,1,1
transaction,708,M,45,20170604,56000.0,5.0,5.0,5.0,bogo,1.0,1,1,1
offer completed,480,M,76,20160717,40000.0,3.0,7.0,7.0,discount,1.0,1,1,1
offer completed,696,M,76,20160717,40000.0,2.0,10.0,7.0,discount,1.0,1,1,0
offer completed,516,M,76,20160717,40000.0,10.0,10.0,5.0,bogo,0.0,1,1,1
offer completed,90,M,76,20160717,40000.0,5.0,5.0,5.0,bogo,1.0,1,1,1
offer completed,336,F,53,20161109,89000.0,5.0,20.0,10.0,discount,0.0,1,0,0
offer completed,582,F,53,20161109,89000.0,3.0,7.0,7.0,discount,0.0,1,1,1
offer completed,456,F,53,20161109,89000.0,5.0,5.0,7.0,bogo,0.0,1,1,0
offer completed,522,F,53,20161109,89000.0,5.0,5.0,5.0,bogo,1.0,1,1,1
transaction,660,M,60,20160508,76000.0,5.0,20.0,10.0,discount,1.0,1,0,0
offer completed,420,M,60,20160508,76000.0,3.0,7.0,7.0,discount,1.0,1,1,1
offer completed,192,M,60,20160508,76000.0,5.0,5.0,5.0,bogo,1.0,1,1,1
transaction,150,M,74,20180302,43000.0,3.0,7.0,7.0,discount,1.0,1,1,1
offer completed,582,M,74,20180302,43000.0,2.0,10.0,7.0,discount,0.0,1,1,0
offer completed,222,M,74,20180302,43000.0,5.0,5.0,5.0,bogo,1.0,1,1,1
offer completed,450,M,74,20180302,43000.0,2.0,10.0,10.0,discount,1.0,1,1,1
transaction,606,M,90,20180717,55000.0,10.0,10.0,7.0,bogo,0.0,0,1,1
transaction,402,M,90,20180717,55000.0,2.0,10.0,10.0,discount,0.0,1,1,1
offer completed,528,O,45,20170101,37000.0,5.0,20.0,10.0,discount,0.0,1,0,0
offer completed,210,O,45,20170101,37000.0,2.0,10.0,7.0,discount,1.0,1,1,0
offer completed,18,O,45,20170101,37000.0,5.0,5.0,7.0,bogo,1.0,1,1,0
offer completed,528,O,45,20170101,37000.0,2.0,10.0,10.0,discount,1.0,1,1,1
transaction,18,M,29,20180125,67000.0,10.0,10.0,5.0,bogo,1.0,1,1,1
transaction,510,M,45,20180717,64000.0,2.0,10.0,7.0,discount,0.0,1,1,0
transaction,48,M,45,20180717,64000.0,0.0,0.0,4.0,informational,0.0,1,1,0
transaction,420,M,45,20180717,64000.0,10.0,10.0,7.0,bogo,1.0,0,1,1
transaction,216,M,45,20180717,64000.0,2.0,10.0,10.0,discount,1.0,1,1,1
transaction,462,M,68,20171010,49000.0,2.0,10.0,7.0,discount,0.0,1,1,0
transaction,186,M,68,20171010,49000.0,10.0,10.0,7.0,bogo,1.0,0,1,1
offer completed,588,M,68,20171010,49000.0,5.0,5.0,5.0,bogo,0.0,1,1,1
offer completed,606,F,62,20140922,99000.0,5.0,20.0,10.0,discount,0.0,1,0,0
transaction,420,F,62,20140922,99000.0,0.0,0.0,4.0,informational,1.0,1,1,0
offer completed,12,F,62,20140922,99000.0,5.0,5.0,5.0,bogo,0.0,1,1,1
offer completed,42,F,56,20170919,99000.0,3.0,7.0,7.0,discount,1.0,1,1,1
offer completed,648,F,56,20170919,99000.0,5.0,5.0,5.0,bogo,1.0,1,1,1
transaction,222,F,44,20180520,41000.0,5.0,20.0,10.0,discount,0.0,1,0,0
transaction,624,F,44,20180520,41000.0,0.0,0.0,4.0,informational,0.0,1,1,0
transaction,492,F,44,20180520,41000.0,5.0,5.0,7.0,bogo,0.0,1,1,0
offer completed,534,F,47,20160316,70000.0,3.0,7.0,7.0,discount,1.0,1,1,1
offer completed,84,F,47,20160316,70000.0,2.0,10.0,7.0,discount,1.0,1,1,0
offer completed,576,M,54,20180529,105000.0,5.0,20.0,10.0,discount,0.0,1,0,0
offer completed,576,M,54,20180529,105000.0,2.0,10.0,7.0,discount,0.0,1,1,0
transaction,426,M,54,20180529,105000.0,0.0,0.0,4.0,informational,0.0,1,1,0
offer completed,378,M,43,20170305,59000.0,3.0,7.0,7.0,discount,1.0,1,1,1
offer completed,246,M,43,20170305,59000.0,2.0,10.0,7.0,discount,0.0,1,1,0
offer completed,456,M,43,20170305,59000.0,2.0,10.0,10.0,discount,1.0,1,1,1
transaction,360,M,31,20170910,52000.0,5.0,20.0,10.0,discount,0.0,1,0,0
transaction,264,M,31,20170910,52000.0,3.0,7.0,7.0,discount,1.0,1,1,1
offer completed,642,M,31,20170910,52000.0,2.0,10.0,7.0,discount,0.0,1,1,0
offer completed,582,M,31,20170910,52000.0,2.0,10.0,10.0,discount,1.0,1,1,1
offer completed,600,F,33,20170122,64000.0,5.0,20.0,10.0,discount,0.0,1,0,0
offer completed,414,F,33,20170122,64000.0,2.0,10.0,7.0,discount,0.0,1,1,0
offer completed,354,F,33,20170122,64000.0,10.0,10.0,5.0,bogo,1.0,1,1,1
transaction,66,F,33,20170122,64000.0,0.0,0.0,3.0,informational,1.0,0,1,1
offer completed,582,F,33,20170122,64000.0,5.0,5.0,7.0,bogo,1.0,1,1,0
transaction,408,M,44,20170611,74000.0,5.0,20.0,10.0,discount,0.0,1,0,0
transaction,42,M,44,20170611,74000.0,0.0,0.0,4.0,informational,0.0,1,1,0
transaction,180,M,44,20170611,74000.0,10.0,10.0,5.0,bogo,1.0,1,1,1
offer completed,384,M,44,20170611,74000.0,5.0,5.0,5.0,bogo,1.0,1,1,1
transaction,594,M,44,20170611,74000.0,2.0,10.0,10.0,discount,1.0,1,1,1
offer completed,618,F,48,20180212,79000.0,5.0,20.0,10.0,discount,0.0,1,0,0
transaction,276,F,48,20180212,79000.0,3.0,7.0,7.0,discount,1.0,1,1,1
transaction,654,M,71,20170129,57000.0,5.0,20.0,10.0,discount,0.0,1,0,0
transaction,6,M,71,20170129,57000.0,0.0,0.0,4.0,informational,0.0,1,1,0
transaction,384,M,71,20170129,57000.0,5.0,5.0,5.0,bogo,1.0,1,1,1
transaction,126,F,79,20170628,105000.0,0.0,0.0,4.0,informational,1.0,1,1,0
offer completed,342,F,79,20170628,105000.0,5.0,5.0,5.0,bogo,0.0,1,1,1
offer completed,516,F,79,20170628,105000.0,2.0,10.0,10.0,discount,1.0,1,1,1
transaction,192,F,35,20170908,52000.0,0.0,0.0,3.0,informational,0.0,0,1,1
transaction,372,F,35,20170908,52000.0,10.0,10.0,7.0,bogo,1.0,0,1,1
offer completed,192,F,35,20170908,52000.0,2.0,10.0,10.0,discount,1.0,1,1,1
offer completed,552,M,68,20140330,69000.0,3.0,7.0,7.0,discount,1.0,1,1,1
offer completed,66,M,68,20140330,69000.0,2.0,10.0,7.0,discount,0.0,1,1,0
offer completed,492,M,68,20140330,69000.0,10.0,10.0,5.0,bogo,0.0,1,1,1
offer completed,270,M,68,20140330,69000.0,10.0,10.0,7.0,bogo,1.0,0,1,1
offer completed,612,M,68,20140330,69000.0,2.0,10.0,10.0,discount,1.0,1,1,1
transaction,612,M,38,20180518,58000.0,10.0,10.0,5.0,bogo,1.0,1,1,1
transaction,342,M,38,20180518,58000.0,10.0,10.0,7.0,bogo,0.0,0,1,1
offer completed,270,M,38,20180518,58000.0,5.0,5.0,5.0,bogo,1.0,1,1,1
offer completed,636,M,37,20170515,92000.0,5.0,5.0,7.0,bogo,1.0,1,1,0
offer completed,0,M,37,20170515,92000.0,10.0,10.0,7.0,bogo,1.0,0,1,1
offer completed,420,M,73,20160224,80000.0,3.0,7.0,7.0,discount,0.0,1,1,1
offer completed,606,M,73,20160224,80000.0,10.0,10.0,5.0,bogo,1.0,1,1,1
offer completed,420,M,73,20160224,80000.0,5.0,5.0,5.0,bogo,1.0,1,1,1
offer completed,204,M,73,20160224,80000.0,2.0,10.0,10.0,discount,1.0,1,1,1
offer completed,282,F,42,20171202,97000.0,10.0,10.0,5.0,bogo,1.0,1,1,1
transaction,96,F,42,20171202,97000.0,0.0,0.0,3.0,informational,1.0,0,1,1
offer completed,588,F,42,20171202,97000.0,10.0,10.0,7.0,bogo,0.0,0,1,1
offer completed,216,F,92,20160229,39000.0,5.0,20.0,10.0,discount,1.0,1,0,0
offer completed,180,F,92,20160229,39000.0,5.0,5.0,5.0,bogo,1.0,1,1,1
offer completed,420,F,92,20160229,39000.0,2.0,10.0,10.0,discount,1.0,1,1,1
offer completed,522,M,21,20161030,52000.0,5.0,20.0,10.0,discount,1.0,1,0,0
offer completed,288,M,21,20161030,52000.0,3.0,7.0,7.0,discount,1.0,1,1,1
transaction,654,M,21,20161030,52000.0,5.0,5.0,7.0,bogo,0.0,1,1,0
offer completed,522,M,21,20161030,52000.0,5.0,5.0,5.0,bogo,1.0,1,1,1
transaction,48,M,21,20161030,52000.0,2.0,10.0,10.0,discount,1.0,1,1,1
transaction,624,M,25,20161105,30000.0,10.0,10.0,5.0,bogo,1.0,1,1,1
offer completed,36,M,25,20161105,30000.0,5.0,5.0,5.0,bogo,1.0,1,1,1
transaction,228,M,77,20171012,56000.0,3.0,7.0,7.0,discount,1.0,1,1,1
transaction,66,M,77,20171012,56000.0,0.0,0.0,4.0,informational,0.0,1,1,0
transaction,444,M,77,20171012,56000.0,0.0,0.0,3.0,informational,1.0,0,1,1
offer completed,522,F,73,20161218,85000.0,5.0,20.0,10.0,discount,1.0,1,0,0
offer completed,102,F,73,20161218,85000.0,2.0,10.0,7.0,discount,0.0,1,1,0
offer completed,522,F,73,20161218,85000.0,10.0,10.0,5.0,bogo,0.0,1,1,1
transaction,576,F,73,20161218,85000.0,0.0,0.0,3.0,informational,0.0,0,1,1
offer completed,468,M,38,20171113,44000.0,2.0,10.0,7.0,discount,1.0,1,1,0
transaction,24,M,38,20171113,44000.0,0.0,0.0,3.0,informational,1.0,0,1,1
offer completed,204,M,31,20170829,52000.0,5.0,5.0,7.0,bogo,0.0,1,1,0
transaction,6,M,31,20170829,52000.0,2.0,10.0,10.0,discount,0.0,1,1,1
transaction,96,F,51,20140319,62000.0,0.0,0.0,4.0,informational,1.0,1,1,0
transaction,186,F,51,20140319,62000.0,10.0,10.0,5.0,bogo,1.0,1,1,1
transaction,366,F,51,20140319,62000.0,5.0,5.0,7.0,bogo,0.0,1,1,0
transaction,528,F,51,20140319,62000.0,10.0,10.0,7.0,bogo,1.0,0,1,1
offer completed,336,O,62,20170608,67000.0,3.0,7.0,7.0,discount,1.0,1,1,1
transaction,216,O,62,20170608,67000.0,0.0,0.0,3.0,informational,1.0,0,1,1
offer completed,6,O,62,20170608,67000.0,10.0,10.0,7.0,bogo,0.0,0,1,1
offer completed,432,O,62,20170608,67000.0,5.0,5.0,5.0,bogo,1.0,1,1,1
offer completed,558,M,63,20161111,77000.0,5.0,20.0,10.0,discount,0.0,1,0,0
offer completed,558,M,63,20161111,77000.0,2.0,10.0,7.0,discount,1.0,1,1,0
transaction,180,M,63,20161111,77000.0,0.0,0.0,4.0,informational,1.0,1,1,0
transaction,42,M,63,20161111,77000.0,0.0,0.0,3.0,informational,1.0,0,1,1
offer completed,468,M,63,20161111,77000.0,5.0,5.0,5.0,bogo,1.0,1,1,1
transaction,90,M,44,20170219,62000.0,0.0,0.0,4.0,informational,1.0,1,1,0
transaction,366,M,44,20170219,62000.0,0.0,0.0,3.0,informational,1.0,0,1,1
offer completed,516,M,44,20170219,62000.0,5.0,5.0,7.0,bogo,1.0,1,1,0
offer completed,444,M,44,20170219,62000.0,10.0,10.0,7.0,bogo,1.0,0,1,1
offer completed,174,F,85,20170226,112000.0,5.0,20.0,10.0,discount,0.0,1,0,0
offer completed,576,F,85,20170226,112000.0,2.0,10.0,7.0,discount,1.0,1,1,0
offer completed,96,F,85,20170226,112000.0,2.0,10.0,10.0,discount,1.0,1,1,1
offer completed,612,M,37,20170509,70000.0,3.0,7.0,7.0,discount,1.0,1,1,1
offer completed,276,M,37,20170509,70000.0,5.0,5.0,7.0,bogo,1.0,1,1,0
offer completed,450,M,37,20170509,70000.0,5.0,5.0,5.0,bogo,1.0,1,1,1
transaction,108,M,40,20180309,30000.0,0.0,0.0,4.0,informational,1.0,1,1,0
transaction,528,M,40,20180309,30000.0,5.0,5.0,5.0,bogo,1.0,1,1,1
transaction,264,M,40,20180309,30000.0,2.0,10.0,10.0,discount,1.0,1,1,1
transaction,168,F,95,20180725,41000.0,0.0,0.0,4.0,informational,0.0,1,1,0
offer completed,420,F,95,20180725,41000.0,5.0,5.0,7.0,bogo,0.0,1,1,0
offer completed,36,F,95,20180725,41000.0,2.0,10.0,10.0,discount,1.0,1,1,1
transaction,192,M,60,20170803,54000.0,5.0,5.0,5.0,bogo,1.0,1,1,1
transaction,426,M,45,20180420,48000.0,5.0,20.0,10.0,discount,0.0,1,0,0
transaction,282,M,45,20180420,48000.0,10.0,10.0,7.0,bogo,1.0,0,1,1
offer completed,432,F,73,20170110,106000.0,3.0,7.0,7.0,discount,1.0,1,1,1
offer completed,570,F,73,20170110,106000.0,2.0,10.0,7.0,discount,0.0,1,1,0
transaction,660,F,73,20170110,106000.0,0.0,0.0,4.0,informational,1.0,1,1,0
offer completed,180,F,73,20170110,106000.0,2.0,10.0,10.0,discount,1.0,1,1,1
offer completed,534,M,69,20150920,38000.0,3.0,7.0,7.0,discount,1.0,1,1,1
transaction,48,M,69,20150920,38000.0,5.0,5.0,7.0,bogo,1.0,1,1,0
transaction,402,M,69,20150920,38000.0,10.0,10.0,7.0,bogo,1.0,0,1,1
offer completed,234,M,69,20150920,38000.0,5.0,5.0,5.0,bogo,1.0,1,1,1
offer completed,516,F,51,20180517,78000.0,3.0,7.0,7.0,discount,1.0,1,1,1
offer completed,54,F,51,20180517,78000.0,10.0,10.0,5.0,bogo,0.0,1,1,1
offer completed,372,F,58,20160307,64000.0,10.0,10.0,5.0,bogo,1.0,1,1,1
transaction,504,F,58,20160307,64000.0,0.0,0.0,3.0,informational,0.0,0,1,1
offer completed,468,F,58,20160307,64000.0,5.0,5.0,7.0,bogo,1.0,1,1,0
offer completed,198,F,67,20161008,70000.0,5.0,20.0,10.0,discount,1.0,1,0,0
offer completed,366,F,67,20161008,70000.0,3.0,7.0,7.0,discount,1.0,1,1,1
transaction,408,F,67,20161008,70000.0,0.0,0.0,3.0,informational,1.0,0,1,1
offer completed,606,F,67,20161008,70000.0,5.0,5.0,7.0,bogo,1.0,1,1,0
offer completed,18,F,67,20161008,70000.0,10.0,10.0,7.0,bogo,1.0,0,1,1
transaction,294,F,77,20180313,37000.0,0.0,0.0,3.0,informational,1.0,0,1,1
transaction,564,F,56,20180511,50000.0,0.0,0.0,3.0,informational,0.0,0,1,1
offer completed,132,F,56,20180511,50000.0,5.0,5.0,7.0,bogo,0.0,1,1,0
transaction,228,F,56,20180511,50000.0,5.0,5.0,5.0,bogo,1.0,1,1,1
offer completed,420,M,46,20180301,94000.0,10.0,10.0,5.0,bogo,1.0,1,1,1
transaction,420,M,46,20180301,94000.0,0.0,0.0,3.0,informational,0.0,0,1,1
offer completed,12,M,46,20180301,94000.0,5.0,5.0,5.0,bogo,1.0,1,1,1
offer completed,564,M,24,20180509,70000.0,2.0,10.0,7.0,discount,1.0,1,1,0
transaction,234,M,24,20180509,70000.0,10.0,10.0,5.0,bogo,1.0,1,1,1
transaction,630,M,24,20180509,70000.0,2.0,10.0,10.0,discount,1.0,1,1,1
transaction,228,F,33,20160114,44000.0,3.0,7.0,7.0,discount,1.0,1,1,1
transaction,126,F,33,20160114,44000.0,2.0,10.0,7.0,discount,0.0,1,1,0
transaction,354,F,33,20160114,44000.0,0.0,0.0,4.0,informational,0.0,1,1,0
offer completed,492,F,33,20160114,44000.0,2.0,10.0,10.0,discount,1.0,1,1,1
transaction,66,M,18,20171010,67000.0,2.0,10.0,7.0,discount,1.0,1,1,0
